job_title,job_category,salary,employee_residence,experience_level,employment_type,work_setting
Business Intelligence Developer,BI and Visualization,98010,United States,Senior,Full-time,In-person
Business Intelligence Developer,BI and Visualization,66825,United States,Senior,Full-time,In-person
Data Manager,Leadership and Management,145000,United States,Senior,Full-time,In-person
Data Manager,Leadership and Management,130000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,95000,United States,Mid-level,Full-time,Remote
Data Analyst,Data Analysis,80000,United States,Mid-level,Full-time,Remote
Decision Scientist,Data Science and Research,204500,United States,Mid-level,Full-time,In-person
Decision Scientist,Data Science and Research,142200,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,120000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,100000,United States,Senior,Full-time,In-person
Data Science Manager,Data Science and Research,190000,United States,Senior,Full-time,Remote
Data Science Manager,Data Science and Research,170000,United States,Senior,Full-time,Remote
Research Engineer,Data Science and Research,155000,United States,Senior,Full-time,In-person
Research Engineer,Data Science and Research,130000,United States,Senior,Full-time,In-person
Data Manager,Leadership and Management,115500,United States,Mid-level,Full-time,In-person
Data Manager,Leadership and Management,73500,United States,Mid-level,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,204500,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,142200,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,170000,United States,Mid-level,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,120000,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,229000,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,131000,United States,Mid-level,Full-time,In-person
Data Architect,Data Architecture and Modeling,104584,United Kingdom,Senior,Full-time,In-person
Data Architect,Data Architecture and Modeling,92280,United Kingdom,Senior,Full-time,In-person
Data Analyst,Data Analysis,192000,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,164000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,181500,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,112200,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,223800,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,172100,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,258800,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,199200,United States,Senior,Full-time,In-person
Research Engineer,Data Science and Research,185000,United States,Senior,Full-time,In-person
Research Engineer,Data Science and Research,148000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,193600,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,119700,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,175750,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,136742,United States,Senior,Full-time,In-person
Research Engineer,Data Science and Research,257400,United States,Mid-level,Full-time,In-person
Research Engineer,Data Science and Research,193500,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,228856,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,144540,United States,Senior,Full-time,Remote
Data Architect,Data Architecture and Modeling,170000,United States,Senior,Full-time,Remote
Data Architect,Data Architecture and Modeling,140000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,155000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,125000,United States,Senior,Full-time,Remote
Data Architect,Data Architecture and Modeling,170000,United States,Senior,Full-time,Remote
Data Architect,Data Architecture and Modeling,140000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,150600,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,120500,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,176000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,152000,United States,Senior,Full-time,In-person
Analytics Engineer,Leadership and Management,200000,United States,Senior,Full-time,Remote
Data Strategist,Data Architecture and Modeling,115500,United States,Mid-level,Full-time,In-person
Data Strategist,Data Architecture and Modeling,73500,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,135344,United Kingdom,Executive,Full-time,In-person
Data Engineer,Data Engineering,98432,United Kingdom,Executive,Full-time,In-person
Data Scientist,Data Science and Research,225000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,172758,United States,Senior,Full-time,Remote
Research Engineer,Data Science and Research,86128,United Kingdom,Mid-level,Full-time,Remote
Research Engineer,Data Science and Research,67672,United Kingdom,Mid-level,Full-time,Remote
Data Analyst,Data Analysis,110000,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,85000,United States,Mid-level,Full-time,In-person
Insight Analyst,Data Analysis,51676,United Kingdom,Mid-level,Full-time,In-person
Insight Analyst,Data Analysis,43064,United Kingdom,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,245000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,194992,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,140000,United States,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,100000,United States,Mid-level,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,213800,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,180300,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,145000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,90000,United States,Senior,Full-time,In-person
Director of Data Science,Data Science and Research,375500,United States,Executive,Full-time,Remote
Director of Data Science,Data Science and Research,250300,United States,Executive,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,250500,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,166600,United States,Senior,Full-time,In-person
ML Engineer,Machine Learning and AI,262269,United States,Senior,Full-time,Remote
ML Engineer,Machine Learning and AI,230797,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,147100,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,90700,United States,Mid-level,Full-time,In-person
Machine Learning Infrastructure Engineer,Machine Learning and AI,185000,United States,Senior,Full-time,In-person
Machine Learning Infrastructure Engineer,Machine Learning and AI,145000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,123040,United Kingdom,Senior,Full-time,In-person
Data Analyst,Data Analysis,92280,United Kingdom,Senior,Full-time,In-person
BI Developer,BI and Visualization,98432,United Kingdom,Senior,Full-time,In-person
BI Developer,BI and Visualization,62442,United Kingdom,Senior,Full-time,In-person
Data Scientist,Data Science and Research,115000,United States,Mid-level,Full-time,Remote
Data Scientist,Data Science and Research,90000,United States,Mid-level,Full-time,Remote
Data Analyst,Data Analysis,195000,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,73500,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,155000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,84800,United States,Senior,Full-time,In-person
Data Infrastructure Engineer,Data Engineering,185000,United States,Senior,Full-time,In-person
Data Infrastructure Engineer,Data Engineering,145000,United States,Senior,Full-time,In-person
Machine Learning Infrastructure Engineer,Machine Learning and AI,158900,United States,Senior,Full-time,Remote
Machine Learning Infrastructure Engineer,Machine Learning and AI,132400,United States,Senior,Full-time,Remote
AI Engineer,Machine Learning and AI,140000,United States,Mid-level,Full-time,Remote
Data Manager,Leadership and Management,130000,United States,Mid-level,Full-time,In-person
Data Manager,Leadership and Management,100000,United States,Mid-level,Full-time,In-person
Machine Learning Scientist,Machine Learning and AI,163800,United States,Senior,Full-time,In-person
Machine Learning Scientist,Machine Learning and AI,126000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,225000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,111967,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,205600,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,105700,United States,Senior,Full-time,In-person
Data Manager,Leadership and Management,115500,United States,Mid-level,Full-time,In-person
Data Manager,Leadership and Management,73500,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,104000,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,88000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,216027,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,101028,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,48585,Spain,Senior,Full-time,In-person
Data Scientist,Data Science and Research,38868,Spain,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,309400,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,159100,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,142000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,128000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,174350,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,126800,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,226600,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,140100,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,180000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,162000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,262000,United States,Senior,Full-time,In-person
